Formatted_Date,Kp,2MeV,131keV,272keV,380keV,906keV,Nsw,Vsw,by,bz,mlt,Kp-12h,Kp-24h,Kp-36h,2MeV-12h,2MeV-24h,2MeV-36h,131keV-12h,131keV-24h,131keV-36h,272keV-12h,272keV-24h,272keV-36h,380keV-12h,380keV-24h,380keV-36h,906keV-12h,906keV-24h,906keV-36h,Nsw-12h,Nsw-24h,Nsw-36h,Vsw-12h,Vsw-24h,Vsw-36h,by-12h,by-24h,by-36h,bz-12h,bz-24h,bz-36h,131keV-next,272keV-next,380keV-next,906keV-next,2MeV-next
2024-04-14-10-05,1.3330000000000002,1.8190472937286117,3.2140431415188484,2.3411152940261184,2.0117171055138345,1.096220443500649,1.11,344.9,-0.38,0.6,4.97,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.770462827590163,1.6581785457734677,1.626178592799039,3.2218870720394017,3.1528684131703355,3.163994409559105,2.3339927143621866,2.2672509882155416,2.257908317605388,1.995087779767404,1.9317445816630432,1.9131072412502623,1.1049170237815948,1.0707313537837522,1.0252080706368227,1.7441666666666749,3.7854166666666607,5.858611111111107,346.058333333333,343.9416666666668,338.45555555555563,-1.1424999999999983,-1.7037500000000012,-0.4833333333333346,0.8166666666666672,0.9770833333333334,0.07111111111111096,3.3138372121169093,2.4945531240484997,2.2498112125084897,1.3508557947769215,2.392560156548876
2024-04-14-10-10,1.3330000000000002,1.9521116682907813,3.2050350085537613,2.3210165059864143,1.9724775873598823,1.114716661834028,1.11,344.9,-0.38,0.6,5.05,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.7995037660100952,1.7144306989802518,1.6346386763365814,3.227610357631207,3.158131162768342,3.1631919516664717,2.33607684283728,2.274530000218589,2.2596486802292146,1.9961875119073624,1.9382541909020947,1.9154336377599428,1.1090257140687962,1.0763543522952186,1.030193480552005,1.679166666666675,3.746666666666661,5.8369444444444385,345.833333333333,344.3916666666667,339.03888888888895,-0.933333333333332,-1.6325000000000014,-0.6188888888888902,0.7091666666666671,0.9979166666666668,0.15638888888888874,3.2989489447486937,2.5541052455058186,2.2231937357912543,1.3771489985271856,2.3919835162223584
2024-04-14-10-15,1.3330000000000002,2.1755381428460576,3.196382052377668,2.3068088527731097,1.9949995936884524,1.1161890577954732,1.09,341.8,0.26,-0.42,5.13,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.8255157494087455,1.7260948981628133,1.6565450808424762,3.230834353142477,3.163597991618602,3.1621003076408574,2.336331232871637,2.2827424042717506,2.261216517140328,1.9993535269209182,1.9474020810228432,1.918622631650571,1.1114543306237412,1.0850038933350976,1.0347466152800546,1.612500000000008,3.690416666666661,5.818888888888884,345.3499999999996,344.50416666666666,339.3694444444445,-0.6708333333333321,-1.5383333333333349,-0.6850000000000013,0.5166666666666672,0.9679166666666666,0.1852777777777776,3.2780323684411345,2.535590891886707,2.237428796904496,1.386538704168755,2.467262968053674
2024-04-14-10-20,1.3330000000000002,1.285099612153145,3.1912872323483907,2.3330245213925767,1.9889578856930223,1.1303430950133737,1.09,341.8,0.26,-0.42,5.21,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.7689200082359224,1.7081715940646642,1.6489966933847735,3.2312013858584208,3.1697243694861386,3.161174568942433,2.3382019869845743,2.2908401409327657,2.2633294160057957,2.002205972842727,1.9546112058066327,1.920745683845208,1.1157191152354358,1.089806835557084,1.039275660501013,1.5458333333333414,3.6524999999999936,5.798611111111107,344.86666666666633,344.6375,339.8527777777778,-0.4083333333333319,-1.3979166666666685,-0.7886111111111123,0.3241666666666672,0.9116666666666666,0.2269444444444443,3.2435910765387663,2.5324403763524765,2.2106508436331587,1.3687756809237646,2.4281277715338003
2024-04-14-10-25,1.3330000000000002,0.6020599913279624,3.1969614116319485,2.325113402760173,2.0078098234042434,1.141310588133693,1.28,350.3,-0.03,0.7,5.3,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.6677976062969044,1.6561393348431417,1.6070096381705508,3.229229402329858,3.1741721641973735,3.1606445203182947,2.3376612834965718,2.295250696582663,2.264119937915381,2.0023757377254325,1.9602326734241717,1.9232616063868344,1.1197860124608503,1.0947450970484052,1.0444675240096253,1.487500000000008,3.6262499999999935,5.783611111111107,345.39166666666625,345.33333333333326,340.57222222222225,-0.3291666666666652,-1.2700000000000016,-0.9002777777777791,0.3458333333333338,0.9025,0.2997222222222221,3.2199641586683025,2.5167751235132503,2.223017668189416,1.3973611026794437,2.238491364831155
2024-04-14-10-30,1.3330000000000002,2.188878340164405,3.200633712322196,2.346210325403766,2.01136364054204,1.1246810740955593,1.28,353.5,1.39,-1.33,5.38,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.675153074291866,1.6827950402305163,1.6166191404536954,3.225159295870624,3.1779870001945603,3.1611453400436713,2.338911985973857,2.302019453147666,2.266876592765046,2.004951953837289,1.9686225623446847,1.9255202796502848,1.122550920715441,1.100907057231623,1.0488586986602868,1.429166666666675,3.618333333333328,5.7838888888888835,346.1833333333329,345.99166666666656,341.14444444444445,-0.13166666666666524,-1.1500000000000017,-0.9833333333333348,0.1983333333333338,0.8320833333333333,0.34472222222222204,3.2111488734018048,2.5248386742907147,2.2575100528405527,1.4014276388469642,2.4476187287261864
2024-04-14-10-35,1.3330000000000002,1.84569862868508,3.202493172811879,2.3495698091937185,2.0093582143460043,1.1431762867507032,1.41,355.3,2.35,-1.21,5.46,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.6861357533097598,1.6738422220973408,1.6252441127888264,3.2213831358850897,3.1822632243466926,3.1625496584530715,2.3399566347878267,2.309872530876462,2.2682961008498634,2.0069345043391396,1.9755502311311584,1.9288346559383005,1.1256508482723984,1.1027793889168385,1.055159800845641,1.3816666666666748,3.6108333333333267,5.787777777777772,347.1249999999996,346.6041666666665,341.76666666666665,0.1458333333333348,-0.9729166666666684,-1.0397222222222235,0.060833333333333815,0.7308333333333333,0.3930555555555553,3.2110498495541573,2.541720554770773,2.264255008163264,1.3862505661272475,2.4643155782173847
2024-04-14-10-40,1.3330000000000002,1.8029731099080148,3.2014467683606767,2.3353618396129554,1.9996595800312764,1.1445619989102171,1.73,357.3,2.25,-1.58,5.54,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.7458186417565258,1.671427806436178,1.6296537942305298,3.216528128034944,3.1871937243826958,3.1638617597939254,2.3397319367395637,2.3162402063943635,2.270980058270976,2.006575731330844,1.9802067824509555,1.932495714195545,1.1260461004506108,1.1059862576368096,1.0604722966531392,1.3608333333333416,3.616666666666661,3.0113888888888836,348.2333333333329,347.29999999999984,343.42777777777775,0.4150000000000015,-0.8000000000000017,-1.0983333333333347,-0.10749999999999953,0.6141666666666666,0.4302777777777776,3.193421513762814,2.5482358965091905,2.252319041176784,1.4030428063876874,2.400333603750555
2024-04-14-10-45,1.3330000000000002,1.987879831513036,3.1909300755645216,2.34466724412474,2.0454006726516925,1.1916786969229662,1.59,353.5,0.89,-2.52,5.62,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.7587445374534034,1.684443895785679,1.639140810519946,3.2102494152639784,3.1923666130775183,3.1642195006827456,2.340386024003727,2.3218845399763683,2.27488074620528,2.0079695685486736,1.9864602525762785,1.9382588975500683,1.1324238506451163,1.1122369374979155,1.0688957989348418,1.3283333333333414,3.616666666666661,3.0088888888888836,349.02499999999964,347.83749999999986,344.0027777777778,0.5708333333333347,-0.6837500000000017,-1.1300000000000014,-0.35416666666666624,0.4583333333333333,0.4038888888888887,3.2104603258769067,2.5492749510281936,2.2349963582833823,1.3947936617836718,2.3511360487521515
2024-04-14-10-50,1.3330000000000002,2.090802331980021,3.1846847779712704,2.3623274361501374,2.0796861912673807,1.1715610420217446,1.03,350.0,-4.02,-3.16,5.71,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.7812317393678525,1.689630891899348,1.6390127981609373,3.2038498751674878,3.1977158635543983,3.1641027742919063,2.3403892250810925,2.3276945834118417,2.2788867697444024,2.011805057545204,1.9934761033833488,1.9440363330021364,1.134267381644351,1.1157960647639529,1.0765788624199368,1.2258333333333415,3.5924999999999936,2.9908333333333275,349.27499999999964,348.27499999999986,344.48055555555567,0.2875000000000015,-0.7387500000000018,-1.2569444444444455,-0.6716666666666663,0.2516666666666666,0.3030555555555553,3.236220042913482,2.555969339098197,2.2408867034954034,1.3860002126866682,1.9172310393379088
2024-04-14-10-55,1.3330000000000002,1.9221114545890536,3.19112629038287,2.3525091116351127,2.059378313149446,1.208372659384925,1.03,350.0,-4.02,-3.16,5.79,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.7611295427250588,1.7446330362018934,1.6756808943626342,3.1995133494918364,3.202297938813912,3.164407587584802,2.33931136579781,2.331077149318252,2.282064335838088,2.015238084948935,1.9999173074338417,1.9489169711942351,1.1428576805535962,1.121208626268538,1.0838722809875991,1.2383333333333415,3.568333333333328,2.972222222222216,349.01666666666625,348.71249999999986,344.90833333333336,-0.029999999999998476,-0.7937500000000018,-1.3066666666666678,-0.9374999999999996,0.04499999999999992,0.24666666666666645,3.260193304136364,2.54065736842124,2.2555863551031754,1.4081041462865749,2.443504876183144
2024-04-14-11-00,1.3330000000000002,2.2051356363641585,3.184481643852608,2.3773247801617643,2.073130795527261,1.2653843245643042,1.66,349.7,-3.03,-0.15,5.87,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.823111336795861,1.7861451082324484,1.6793509399364703,3.1966254406413883,3.205435232711162,3.16522364328948,2.341254093601715,2.3352984376378814,2.286816618243393,2.021161616931211,2.005666809814571,1.955771669990873,1.154016327410636,1.1288556603510942,1.0925814635413031,1.284166666666675,3.570416666666661,2.9774999999999934,349.41666666666634,349.1374999999999,345.4666666666667,-0.3716666666666651,-0.8908333333333353,-1.3072222222222234,-1.0041666666666662,-0.10166666666666677,0.30277777777777753,3.2773779593292387,2.5385153311355864,2.2754903293602977,1.4186871061619846,2.473644960063936
2024-04-14-11-05,1.3330000000000002,2.169538253777888,3.1951471409436762,2.4258838677061823,2.1224047387373632,1.2054292350320142,1.66,349.7,-3.03,-0.15,5.95,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.8523189167999672,1.8113908721950651,1.7228920027823014,3.19505077392679,3.208468922983096,3.1669292000891542,2.3483181414083867,2.341155427885288,2.2942733726131554,2.030385586366505,2.012736683066954,1.964624916564199,1.1631170600382497,1.1340170419099225,1.1015265892019168,1.330000000000008,1.5370833333333271,2.9669444444444384,349.8166666666663,347.93749999999983,345.9000000000001,-0.5924999999999984,-0.8675000000000019,-1.3333333333333346,-1.0666666666666662,-0.12500000000000008,0.2958333333333331,3.3049591740768256,2.5556062754335835,2.2895528641961564,1.4209948125509504,2.367866169785125
2024-04-14-11-10,1.3330000000000002,2.2541265448034054,3.1914736661286733,2.4484835454337794,2.1291662751526683,1.2559582522161008,1.19,356.8,-3.07,1.38,6.04,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.8774868231760191,1.8384952945930568,1.7687827403788414,3.1939206620580323,3.21076550984462,3.1700609958649064,2.3589403946956677,2.3475086187664744,2.3026667983776137,2.0434429770159044,2.019815244461633,1.9733171196067,1.174887192570089,1.1419564533194426,1.1091986323868412,1.3366666666666749,1.5079166666666604,2.9433333333333267,350.808333333333,348.3208333333332,346.5305555555556,-0.8166666666666651,-0.8750000000000019,-1.3605555555555569,-1.0016666666666665,-0.1462500000000001,0.3313888888888886,3.319045031179622,2.5700973970541434,2.278143820641183,1.43056121000081,2.2912734830617394
2024-04-14-11-15,1.3330000000000002,2.0654382210140323,3.1833847916363136,2.4470989067245545,2.124968340863521,1.2907272398514955,1.19,356.8,-3.07,1.38,6.12,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.8683118296900167,1.8469137895493808,1.773500542005215,3.192837556996253,3.2118359550693656,3.1733445134111538,2.370631232524955,2.353481232698297,2.3120386803561503,2.0542737059471596,2.0268136164340387,1.983025955997617,1.1894320410747576,1.1504431858492494,1.1198132759149837,1.3450000000000084,1.4787499999999936,2.9086111111111053,352.058333333333,348.7041666666664,347.02222222222224,-1.0941666666666652,-0.8825000000000021,-1.390277777777779,-0.8516666666666661,-0.1675000000000001,0.3613888888888887,3.329773908147556,2.587090958934988,2.2813996647986214,1.4419921858466755,2.4298548479195983
2024-04-14-11-20,1.3330000000000002,2.0752231294774868,3.1783155888536965,2.4512076678720223,2.1098298397731834,1.2518243251880452,1.19,356.8,-3.07,1.38,6.2,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.934155456133712,1.851537732184817,1.7834995480876807,3.191756586705029,3.2114789862817243,3.177068441892436,2.3804798280649084,2.3593409075247416,2.3207200366434786,2.0643463687871733,2.03327617081495,1.991189593466815,1.1995554769226469,1.157637296079041,1.1263897160122711,1.3533333333333415,1.4495833333333268,2.8861111111111044,353.308333333333,349.0874999999997,347.5277777777777,-1.371666666666665,-0.8900000000000019,-1.389166666666668,-0.7016666666666661,-0.18875000000000008,0.3738888888888886,3.3295251450859924,2.589113034690934,2.27851053836586,1.4351502607766795,2.5382638046357884
2024-04-14-11-25,1.3330000000000002,2.3664120121666365,3.1839744857652814,2.4167784042958176,2.1181558571574186,1.2841073629600501,1.17,358.1,-2.64,1.03,6.28,1.3330000000000002,1.3329999999999993,1.3329999999999989,2.0811847912036017,1.8744911987502528,1.7978211536299622,3.1906743428828066,3.2099518726063323,3.1796728904258518,2.388118578192879,2.3628899308447258,2.3262066571194,2.073541871599938,2.037958804662685,1.9980024061494293,1.2114552081581766,1.1656206103095137,1.1336484674183285,1.3441666666666752,1.4158333333333268,2.8655555555555488,353.95833333333303,349.67499999999967,348.20833333333326,-1.5891666666666648,-0.9591666666666686,-1.3763888888888902,-0.674166666666666,-0.16416666666666674,0.37694444444444414,3.3335478304300827,2.5956781350099387,2.295977499653133,1.4447573854335232,2.5257990539176483
2024-04-14-11-30,1.3330000000000002,2.4246949497273262,3.2021595628549666,2.4190560911215444,2.1551403867150523,1.3019328702608384,1.25,350.1,-3.66,0.1,6.37,1.3330000000000002,1.3329999999999993,1.3329999999999989,2.100836175333845,1.8879946248128552,1.82214208526496,3.1908014970938714,3.207980396482247,3.1822584991609975,2.3941890586693604,2.3665505223216097,2.332742654988229,2.0855232671143558,2.0452376104758216,2.0075894639345773,1.22622619117195,1.1743885559436955,1.1426801018783979,1.341666666666675,1.3854166666666603,2.859444444444438,353.67499999999967,349.9291666666664,348.5527777777777,-2.0099999999999985,-1.0708333333333353,-1.4366666666666683,-0.5549999999999994,-0.17833333333333345,0.369722222222222,3.3355229823914376,2.591597788610699,2.301472242378092,1.4515660499614895,2.39890697548218
2024-04-14-11-35,1.3330000000000002,2.2976109565227008,3.228125893947522,2.456165097056586,2.171215375658018,1.292451543550152,1.25,350.1,-3.66,0.1,6.45,1.3330000000000002,1.3329999999999993,1.3329999999999989,2.13849553598698,1.9123156446483696,1.8287266600605545,3.1929375571885084,3.2071603465367993,3.185821335293964,2.4030719993245997,2.371514317056214,2.3409390203591727,2.0990113638903565,2.052972934114748,2.016703942050893,1.2386657959052372,1.182158322088818,1.148074857912971,1.3283333333333418,1.354999999999994,2.849999999999993,353.2416666666664,350.1833333333331,348.81666666666666,-2.510833333333332,-1.182500000000002,-1.485555555555557,-0.4458333333333328,-0.1925000000000001,0.3386111111111108,3.328023588639014,2.578821644909035,2.3030059154331286,1.4429118336674467,2.3846003709595944
2024-04-14-11-40,1.3330000000000002,2.364965867172616,3.2319357367800405,2.4769026917864183,2.1744992360921773,1.3035043006301985,1.23,353.7,-3.9,-1.49,6.53,1.3330000000000002,1.3329999999999993,1.3329999999999989,2.1853282657590296,1.9655734537577776,1.842727959543796,3.1954783045567883,3.2060032162958656,3.189955251107393,2.4148670703390547,2.37729950353931,2.3491158277092588,2.113581335228765,2.060078533279804,2.024664966710227,1.2519109877152357,1.1889785440829237,1.154627834329618,1.286666666666675,1.3237499999999938,2.8399999999999936,352.94166666666644,350.58749999999986,349.1805555555555,-3.023333333333332,-1.3041666666666685,-1.5411111111111129,-0.4383333333333328,-0.2729166666666668,0.26333333333333303,3.3213949710973325,2.5796739614259008,2.2926774468066435,1.4648500652997904,2.5836899872035684
2024-04-14-11-45,1.3330000000000002,2.281683383288301,3.224338601098672,2.468051773409832,2.142513877596344,1.3176522146242513,1.23,357.7,-3.58,-2.18,6.61,1.3330000000000002,1.3329999999999993,1.3329999999999989,2.2098118950736345,1.9842782162635195,1.8595665622149984,3.1982623483513017,3.2042558818076388,3.1943318581687787,2.4251491144461457,2.3827675692249373,2.3563060647996257,2.121674102307486,2.0648218354280794,2.031531535820016,1.2624087808570092,1.1974163157510629,1.1622942186176133,1.256666666666675,1.2924999999999938,2.8299999999999934,353.2916666666664,351.1583333333332,349.6555555555555,-3.395833333333332,-1.412500000000002,-1.5877777777777793,-0.4099999999999995,-0.3820833333333335,0.16888888888888856,3.3130385811945016,2.5860327711055704,2.288124410718252,1.4592342554037614,2.5287881054832195
2024-04-14-11-50,1.3330000000000002,2.3297934452994675,3.2596461320228265,2.467059235312408,2.1703637472948443,1.320705154443162,1.43,352.2,-3.16,-1.8,6.7,1.3330000000000002,1.3329999999999993,1.3329999999999989,2.2297278211835887,2.0054797802757207,1.8696632016607624,3.2045091278555966,3.204179501511541,3.1999802849881314,2.433876764376335,2.3871329947287143,2.3630886437333376,2.1292305653097743,2.070517811427489,2.03872759069216,1.2748374568921272,1.204552419268239,1.1688098621400111,1.2900000000000085,1.2579166666666606,2.8249999999999935,353.4749999999997,351.37499999999983,350.00833333333327,-3.3241666666666654,-1.5183333333333353,-1.6005555555555568,-0.2966666666666662,-0.4841666666666669,0.06888888888888857,3.3176627381397297,2.5976261009790482,2.306399795860296,1.4481428881549534,2.5847413405198267
2024-04-14-11-55,1.3330000000000002,2.480582961420513,3.2851786536792384,2.4626348074296565,2.19136258832383,1.3250996805523083,1.87,350.9,-0.63,-4.02,6.78,1.3330000000000002,1.3329999999999993,1.3329999999999989,2.276267113419544,2.018698328072301,1.9218443952744442,3.2123468247969615,3.2059300871443983,3.2056475674749283,2.443053905692547,2.39118263574518,2.3684027347763483,2.14022925490764,2.077733669928287,2.046687956591776,1.284564708656076,1.2137111946048362,1.1756606537310506,1.3600000000000083,1.2991666666666606,2.832222222222216,353.54999999999967,351.2833333333332,350.325,-3.0416666666666656,-1.5358333333333354,-1.543055555555557,-0.3683333333333328,-0.6529166666666668,-0.09277777777777807,3.3267524247855573,2.593239068237845,2.3024709213860053,1.4601180862291867,2.498405506617688
